Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Henrik Sedin,VAN,C,82,993.75,3,26,9,17,29,80.56,49,6.12,4.2,78,65,44,24,2,5,22,11,11,0,0,7,24,9,17,20,16,365,442,45.23
Daniel Sedin,VAN,L,81,959.43333333333,13,16,10,6,29,85.29,141,9.22,11.28,218,180,136,61,4,17,18,9,9,0,0,8,27,17,35,46,1,15,19,44.12
Nikita Gusev,N.J,L,66,760.68333333333,8,21,16,5,29,78.38,111,7.21,7.54,198,148,83,26,9,8,4,2,2,0,0,8,34,20,11,22,6,1,0,100.00
Brandon Carlo,BOS,D,215,3560.8833333333,4,24,10,14,28,20.29,269,1.49,9.49,497,367,94,20,14,25,80,40,40,0,0,11,104,77,298,479,177,2,0,100.00
Ben Hutton,"L.A, VAN",D,195,3191.8166666667,7,21,6,15,28,25.69,278,2.52,9.38,578,384,154,25,9,27,54,24,22,2,0,11,89,55,141,277,199,0,1,0.00
Marc Staal,NYR,D,203,3115.9833333333,5,23,10,13,28,24.56,179,2.79,8.45,377,247,122,34,5,20,52,26,26,0,0,13,118,65,220,183,226,0,0,-
Brett Kulak,"CGY, MTL",D,184,2780.8333333333,7,21,8,13,28,23.33,267,2.62,9,544,363,114,24,10,22,46,20,18,2,0,9,97,45,205,287,155,0,0,-
Mike Reilly,"MIN, MTL, OTT",D,158,2325.4166666667,4,24,10,14,28,28.28,199,2.01,7.94,415,290,99,22,4,25,42,21,21,0,0,14,119,23,123,191,122,0,0,-
Jan Rutta,"CHI, T.B",D,127,1876.6666666667,7,21,9,12,28,28.87,134,5.22,5.76,302,189,72,7,7,15,46,23,23,0,0,12,53,13,61,159,84,0,0,-
Scott Harrington,CBJ,D,144,1784.7666666667,5,23,10,13,28,44.44,117,4.27,5.7,235,181,64,17,9,10,40,19,19,0,0,5,26,21,145,214,158,0,0,-
Roope Hintz,DAL,L,118,1357.9833333333,17,11,8,3,28,60.87,162,10.49,15.95,276,217,190,92,11,21,24,12,12,0,0,27,48,48,155,115,59,308,277,52.65
Nikolay Goldobin,VAN,R,102,1176.3833333333,12,16,8,8,28,60.87,124,9.68,11.75,221,189,139,55,5,9,22,11,11,0,0,12,35,29,27,44,26,1,1,50.00
Cale Makar,COL,D,57,921.16666666667,8,20,10,10,28,49.12,79,10.13,4.29,155,108,56,19,5,7,8,4,4,0,0,5,29,30,42,39,45,0,0,-
Travis Boyd,WSH,C,85,791.65,8,20,14,6,28,63.64,55,14.55,6.22,104,85,77,37,2,5,10,5,5,0,0,5,17,18,29,95,29,130,192,40.37
Robert Bortuzzo,STL,D,173,2160.2,7,20,10,10,27,27.84,179,3.91,8.21,346,244,95,25,10,21,72,31,29,2,0,10,41,14,234,223,162,0,0,-
Nathan Beaulieu,"BUF, WPG",D,145,2088.4166666667,5,22,12,10,27,30.68,155,3.23,5.35,305,223,68,10,7,15,56,19,13,6,0,18,65,18,159,144,136,0,0,-
Filip Hronek,DET,D,111,1850.9,8,19,7,12,27,45.00,130,6.15,5,288,189,56,5,6,4,35,16,15,1,0,19,95,26,143,143,74,0,0,-
Magnus Paajarvi,"OTT, STL",L,159,1755.7,16,11,3,8,27,62.79,220,7.27,17.83,320,271,176,92,11,26,14,7,7,0,0,6,27,34,163,158,86,1,7,12.50
Ryan Callahan,T.B,R,119,1234.7,7,20,11,9,27,60.00,161,4.35,12.6,256,213,149,63,9,16,33,15,14,1,0,24,21,40,220,88,39,19,25,43.18
Robby Fabbri,"DET, STL",C,93,1145.6,11,16,9,7,27,64.29,124,8.87,10.22,203,159,130,50,3,9,12,6,6,0,0,23,30,15,96,113,20,27,40,40.30
Frederik Gauthier,TOR,C,140,1139.6833333333,11,16,8,8,27,64.29,96,11.46,8.61,160,122,110,51,9,8,12,6,6,0,0,9,28,22,172,157,51,398,328,54.82
Alexander Nylander,"BUF, CHI","L, R",80,873.88333333333,12,15,10,5,27,75.00,100,12.00,7.88,169,134,92,37,13,5,12,6,6,0,0,11,29,25,28,82,15,5,13,27.78
Dmitry Kulikov,WPG,D,170,2611.15,5,21,10,11,26,26.80,136,3.68,5.92,342,217,60,12,4,13,72,35,35,0,0,18,126,38,244,294,170,0,0,-
Niklas Kronwall,DET,D,158,2511.5,4,22,7,15,26,31.71,101,3.96,4.16,198,130,47,10,4,8,60,30,30,0,0,7,99,20,152,124,167,0,0,-
Rasmus Andersson,CGY,D,159,2383.5666666667,5,21,6,15,26,28.26,195,2.56,6.19,366,257,67,7,8,16,57,15,11,1,3,24,80,36,96,168,152,0,0,-
Justin Schultz,PIT,D,138,2245.35,6,20,10,10,26,25.49,178,3.37,7.84,371,265,75,9,3,24,18,9,9,0,0,7,62,20,90,246,166,0,0,-
Dan Girardi,T.B,D,139,2036.7333333333,8,18,4,14,26,25.74,153,5.23,6.18,281,205,68,14,5,20,31,14,13,1,0,8,45,16,261,172,198,0,1,0.00
Erik Cernak,T.B,D,125,1926.95,8,18,8,10,26,27.08,214,3.74,7.63,368,281,71,10,1,17,69,26,22,3,1,14,44,20,305,231,89,0,0,-
Adam Erne,"DET, T.B",L,144,1455.5666666667,10,16,8,8,26,56.52,147,6.80,12.68,272,210,154,74,16,15,43,16,14,1,1,14,39,24,333,102,56,31,22,58.49
Ryan Graves,COL,D,95,1314.4833333333,11,15,7,8,26,34.21,151,7.28,5.86,310,208,72,14,2,22,27,12,11,1,0,4,43,21,127,103,135,0,0,-
Sven Andrighetto,COL,R,114,1189.8833333333,10,16,10,6,26,60.47,169,5.92,12.13,310,228,148,54,13,14,12,6,6,0,0,14,30,43,64,69,49,7,20,25.93
Sven Baertschi,VAN,L,85,1044.9833333333,12,14,10,4,26,63.41,92,13.04,9.39,154,124,103,54,9,11,20,10,10,0,0,14,17,23,39,76,38,2,6,25.00
Martin Frk,"DET, L.A",R,115,977.1,10,16,8,8,26,74.29,81,12.35,7.74,161,123,86,38,2,10,12,6,6,0,0,5,34,13,124,58,16,0,2,0.00
Martin Necas,CAR,C,72,818.9,12,14,7,7,26,86.67,73,16.44,6.54,130,103,72,29,4,6,20,10,10,0,0,15,37,25,66,69,21,24,55,30.38
Jack Johnson,"CBJ, PIT",D,226,3727.7333333333,4,21,10,11,25,18.80,208,1.92,7.6,486,304,95,6,4,26,79,37,36,1,0,10,65,37,457,362,291,0,0,-
Patrik Nemeth,"COL, DET",D,206,3172.6833333333,5,20,11,9,25,22.32,199,2.51,8.33,401,285,102,18,7,18,90,39,38,0,1,16,73,22,230,356,263,0,2,0.00
Alex Biega,"DET, VAN",D,134,2001.3333333333,3,22,12,10,25,39.06,213,1.41,8.51,436,307,122,29,13,24,66,32,32,0,0,13,64,14,319,234,125,0,0,-
Thomas Hickey,NYI,D,109,1688.7666666667,5,20,11,9,25,33.33,124,4.03,5.97,305,188,67,15,1,10,47,21,20,1,0,12,79,20,110,207,131,0,0,-
Christian Djoos,"ANA, WSH",D,119,1596.7833333333,4,21,15,6,25,32.05,97,4.12,4.75,196,136,58,15,3,14,14,7,7,0,0,8,58,23,41,96,91,0,0,-
Connor Carrick,"DAL, N.J, TOR",D,110,1589.3833333333,6,19,7,12,25,42.37,112,5.36,5.06,252,159,67,13,3,13,55,23,20,3,0,4,48,28,93,198,119,0,0,-
Charles Hudon,MTL,L,119,1352.0166666667,11,14,7,7,25,60.98,211,5.21,15.09,342,259,184,74,21,17,34,17,17,0,0,23,37,48,217,116,48,68,113,37.57
Casey Mittelstadt,BUF,C,114,1252.2666666667,12,13,10,3,25,52.08,114,10.53,9.63,192,157,126,48,3,8,12,6,6,0,0,19,49,37,41,77,24,281,397,41.45
Quinn Hughes,VAN,D,73,1209.4666666667,4,21,10,11,25,41.67,75,5.33,2.83,190,117,50,6,2,16,14,7,7,0,0,10,47,30,6,61,39,0,0,-
Rick Nash,"BOS, NYR","L, R",71,873.8,15,10,5,5,25,80.65,174,8.62,14.33,280,233,169,90,13,13,22,11,11,0,0,17,23,39,40,44,32,1,2,33.33
John Moore,"BOS, N.J",D,166,2634.0833333333,7,17,8,9,24,25.00,240,2.92,8.75,457,321,88,16,10,19,68,31,29,2,0,8,66,23,228,268,162,0,0,-
Kevin Connauton,"ARI, COL",D,127,1825.8666666667,11,13,3,10,24,35.29,167,6.59,6.63,382,253,79,14,6,18,26,13,13,0,0,13,50,18,214,168,121,0,0,-
Andrew MacDonald,PHI,D,113,1788.15,6,18,4,14,24,34.29,115,5.22,4.87,284,176,55,10,3,23,30,14,14,0,0,11,66,15,57,184,173,0,0,-
Markus Granlund,"EDM, VAN",C,164,1782.1833333333,15,9,5,4,24,57.14,179,8.38,15.42,299,237,157,76,12,12,34,16,16,0,0,20,18,50,105,114,36,202,257,44.01
Tyler Motte,"CBJ, VAN",C,154,1636.1666666667,13,11,7,4,24,57.14,190,6.84,17.08,352,271,188,76,12,34,14,7,7,0,0,20,24,51,400,157,97,24,47,33.80
Jesse Puljujarvi,EDM,R,111,1338.5,14,10,7,3,24,55.81,176,7.95,15.08,320,245,171,70,12,23,28,14,14,0,0,9,69,47,112,134,49,2,5,28.57
Dmitrij Jaskin,"STL, WSH",R,113,1264.1166666667,8,16,6,10,24,52.17,168,4.76,15.57,299,240,191,91,9,23,18,8,8,0,0,14,22,46,289,168,60,2,14,12.50
Mike Cammalleri,"EDM, L.A","C, L",66,783.9,4,20,10,10,24,85.71,95,4.21,6.77,164,125,79,25,4,5,16,8,8,0,0,2,30,21,42,40,29,53,57,48.18
Kailer Yamamoto,EDM,R,53,734.5,8,16,11,5,24,66.67,71,11.27,8.87,120,96,90,51,4,13,8,4,4,0,0,8,22,24,67,78,25,1,1,50.00
Roman Polak,"DAL, TOR",D,172,2588.2,3,20,7,13,23,28.05,151,1.99,6.56,342,235,78,19,7,18,70,34,34,0,0,11,84,22,374,189,237,0,0,-
Victor Mete,MTL,D,171,2559.0333333333,4,19,11,8,23,20.00,151,2.65,8.71,353,213,120,34,7,28,24,11,11,0,0,14,134,21,38,236,207,0,0,-
Brendan Smith,NYR,D,169,2068.05,7,16,10,6,23,35.94,165,4.24,11.18,328,230,122,49,7,15,127,52,46,5,1,37,110,61,233,211,103,1,1,50.00
Derrick Pouliot,"STL, VAN",D,135,2061.6333333333,4,19,7,12,23,29.11,116,3.45,5.41,275,185,69,12,3,11,38,17,17,0,0,5,96,39,150,164,177,0,0,-
Joakim Nordstrom,"BOS, CAR","C, L",193,1917.1,11,12,8,4,23,45.10,220,5.00,15.59,398,305,202,73,19,21,27,12,11,1,0,16,48,53,277,256,91,63,86,42.28
Zach Bogosian,"BUF, T.B",D,110,1836.2333333333,3,20,11,9,23,32.39,137,2.19,4.54,259,180,62,10,3,11,64,26,22,4,0,5,58,17,120,60,132,0,0,-
Sean Walker,L.A,D,109,1700.4166666667,5,18,12,6,23,37.70,149,3.36,7.08,333,218,85,12,4,22,22,11,11,0,0,8,66,37,113,172,108,0,0,-
Brandon Manning,"CHI, EDM, PHI",D,113,1643.9666666667,10,13,7,6,23,41.82,144,6.94,6.2,308,209,64,13,5,24,57,24,21,3,0,13,52,23,173,158,104,0,0,-
Slater Koekkoek,"CHI, T.B",D,108,1442.6666666667,7,16,7,9,23,32.39,124,5.65,4.95,254,170,61,9,6,8,56,28,28,0,0,13,39,14,146,164,118,0,0,-
Gabriel Bourque,"COL, WPG",L,165,1329.8,8,15,9,6,23,67.65,100,8.00,10.81,194,163,118,65,6,13,18,9,9,0,0,10,21,19,326,178,113,8,15,34.78
Devante Smith-Pelly,WSH,R,129,1326.3333333333,10,13,10,3,23,58.97,154,6.49,14.79,290,227,160,64,3,10,25,11,10,1,0,11,26,21,221,123,77,18,30,37.50
Erik Gudbranson,"ANA, PIT, VAN",D,179,2843.55,8,14,7,7,22,24.18,209,3.83,6.65,456,308,90,10,9,24,93,34,28,5,1,18,82,10,364,303,169,0,0,-
Joakim Ryan,"L.A, S.J",D,141,2133.9833333333,4,18,4,14,22,28.21,159,2.52,6.2,326,213,62,8,3,15,24,12,12,0,0,4,49,30,97,200,161,0,0,-
Dale Weise,"MTL, PHI",R,120,1188.3666666667,9,13,8,5,22,73.33,112,8.04,9.2,178,147,108,50,5,10,43,17,14,3,0,15,26,28,230,131,38,4,7,36.36
Teddy Blueger,PIT,C,97,1157.0666666667,14,8,5,3,22,64.71,119,11.76,10.23,178,143,104,51,6,10,23,10,9,1,0,3,24,21,132,130,36,344,374,47.91
Adam Fox,NYR,D,70,1113.3333333333,6,16,10,6,22,34.92,96,6.25,5.42,190,135,80,17,2,13,24,12,12,0,0,6,48,51,32,89,83,0,0,-
Nick Suzuki,MTL,C,71,916.03333333333,7,15,9,6,22,75.86,100,7.00,9.1,163,135,99,47,6,14,2,1,1,0,0,8,29,27,62,74,30,266,296,47.33
Jon Merrill,VGK,D,140,2229.4333333333,5,16,6,10,21,23.08,128,3.91,5.18,298,205,68,9,3,23,70,34,34,0,0,5,63,35,151,357,159,0,0,-
Carl Gunnarsson,STL,D,124,1751.65,10,11,4,7,21,27.27,103,9.71,4.46,196,138,52,11,3,6,32,16,16,0,0,12,36,15,66,173,154,0,0,-
Ethan Bear,EDM,D,89,1601.1333333333,4,17,7,10,21,29.58,101,3.96,3.58,201,132,41,3,3,12,24,12,12,0,0,8,88,39,62,111,108,0,0,-
Brett Ritchie,"BOS, DAL",R,151,1394.1833333333,10,11,4,7,21,52.50,176,5.68,15.35,322,239,172,82,10,19,70,28,25,2,1,11,29,19,369,145,23,4,10,28.57
Tom Pyatt,OTT,L,118,1315.1666666667,6,15,8,7,21,63.64,115,5.22,10.2,186,144,120,70,4,14,8,4,4,0,0,11,23,21,70,179,112,57,93,38.00
Luca Sbisa,"NYI, VGK, WPG",D,83,1284.15,4,17,6,11,21,38.89,74,5.41,2.73,166,98,30,8,2,12,24,12,12,0,0,7,39,14,144,137,103,0,0,-
Nick Shore,"CGY, L.A, OTT, TOR, WPG",C,127,1238.8833333333,7,14,8,6,21,58.33,114,6.14,10.24,202,167,108,43,4,14,28,14,14,0,0,6,34,28,104,96,28,468,437,51.71
Tomas Plekanec,"MTL, TOR",C,80,990.31666666667,6,15,11,4,21,56.76,134,4.48,10.79,215,170,117,42,12,9,36,18,18,0,0,6,38,21,60,56,31,543,474,53.39
Nick Paul,OTT,L,87,985.36666666667,11,10,5,5,21,70.00,135,8.15,10.68,235,180,131,57,6,22,15,6,5,1,0,11,26,31,166,81,44,187,168,52.68
Victor Olofsson,BUF,"L, R",60,861.75,6,15,9,6,21,53.85,87,6.90,7.57,164,133,86,26,6,9,4,2,2,0,0,5,20,12,12,40,19,1,1,50.00
Daniel Sprong,"ANA, PIT",R,79,857.66666666667,13,8,7,1,21,67.74,133,9.77,10.56,243,192,118,38,8,8,8,4,4,0,0,11,28,18,45,65,21,4,9,30.77
David Desharnais,NYR,C,71,805.71666666667,4,17,8,9,21,80.77,48,8.33,4.35,82,59,54,25,3,4,10,5,5,0,0,8,22,23,22,70,35,335,282,54.29
Jayce Hawryluk,"FLA, OTT","C, R",68,670.76666666667,10,11,5,6,21,80.77,59,16.95,6.04,96,82,63,26,3,7,24,12,12,0,0,18,33,21,166,75,34,16,13,55.17
Ilya Mikheyev,TOR,R,39,515.78333333333,6,15,8,7,21,77.78,84,7.14,6.84,156,130,72,32,5,13,2,1,1,0,0,3,12,19,26,25,11,1,1,50.00
Greg Pateryn,"DAL, MIN",D,173,2677.5666666667,2,18,11,7,20,21.98,209,0.96,6.07,456,308,74,12,4,21,68,34,34,0,0,12,54,16,297,208,240,0,0,-
Trevor Daley,DET,D,164,2522.0166666667,7,13,5,8,20,21.28,161,4.35,7.7,298,223,89,23,4,17,50,25,25,0,0,12,88,24,44,110,155,0,0,-
Haydn Fleury,CAR,D,132,1854.95,4,16,8,8,20,29.85,166,2.41,5.75,368,228,75,9,4,21,22,11,11,0,0,10,62,37,154,232,149,0,0,-
Christian Folin,"L.A, MTL, PHI",D,126,1798.6333333333,4,16,7,9,20,26.32,115,3.48,3.87,253,169,46,8,3,18,34,17,17,0,0,11,55,11,324,276,176,1,0,100.00
Michael Stone,CGY,D,129,1781.9,5,15,8,7,20,32.26,155,3.23,4.54,367,239,53,3,4,15,44,22,22,0,0,6,39,24,175,145,179,0,0,-
Drew Stafford,N.J,R,116,1327.2,7,13,9,4,20,55.56,147,4.76,12.3,252,202,146,67,8,13,24,12,12,0,0,8,25,31,122,125,32,35,49,41.67
John Hayden,"CHI, N.J","C, R",144,1306.9333333333,9,11,6,5,20,54.05,133,6.77,11.07,248,187,135,52,14,15,75,22,14,7,1,24,20,40,292,159,70,18,45,28.57
Tim Heed,S.J,D,104,1273.7,3,17,9,8,20,37.04,100,3.00,3.3,253,149,41,9,7,15,18,9,9,0,0,3,54,33,39,86,87,0,1,0.00
Justin Holl,TOR,D,81,1250.3833333333,3,17,6,11,20,34.48,91,3.30,4.05,195,132,52,12,5,13,41,19,18,1,0,4,63,18,89,156,73,0,0,-
Sam Steel,ANA,C,87,1095.3333333333,8,12,6,6,20,57.14,89,8.99,8.97,168,133,110,49,8,9,18,8,8,0,0,10,35,29,32,88,29,415,413,50.12
Greg McKegg,"CAR, NYR, PIT",C,120,1085.15,10,10,7,3,20,62.50,83,12.05,10,141,114,106,58,6,9,26,13,13,0,0,10,23,29,112,125,46,322,324,49.85
Phillip Di Giuseppe,"CAR, NSH, NYR",L,93,952.95,7,13,8,5,20,57.14,128,5.47,8.95,228,179,96,39,8,13,22,11,11,0,0,5,22,28,177,80,42,2,5,28.57
Dion Phaneuf,"L.A, OTT",D,146,2146.9833333333,3,16,8,8,19,26.76,168,1.79,4.74,362,237,73,10,3,23,64,26,22,4,0,21,73,19,275,111,193,0,0,-
Henri Jokiharju,"BUF, CHI",D,107,1685.1333333333,3,16,10,6,19,30.16,133,2.26,4.05,276,178,57,1,5,13,36,18,18,0,0,3,51,11,117,111,89,0,0,-
Brandon Dubinsky,CBJ,C,123,1457.4833333333,9,10,8,2,19,52.78,138,6.52,12.23,229,181,130,62,9,9,36,18,18,0,0,15,17,36,284,79,63,776,595,56.60
Par Lindholm,"BOS, TOR, WPG",C,105,997.08333333333,4,15,9,6,19,54.29,85,4.71,8.13,178,140,84,41,4,7,20,9,9,0,0,7,25,32,76,141,53,245,256,48.90
Patrik Berglund,"BUF, STL",C,80,995.25,12,7,6,1,19,67.86,111,10.81,9.3,182,152,112,45,6,7,24,10,10,0,0,6,15,22,124,54,43,196,148,56.98
Daniel Winnik,MIN,L,81,924.2,5,14,7,7,19,61.29,74,6.76,6.12,136,102,71,34,4,5,16,8,8,0,0,5,10,21,27,71,38,73,91,44.51
Denis Gurianov,DAL,R,85,870.61666666667,13,6,3,3,19,61.29,117,11.11,11.09,214,168,134,60,13,14,9,3,2,1,0,12,25,25,85,49,27,1,1,50.00
Kirby Dach,CHI,C,64,783.66666666667,8,11,3,8,19,57.58,91,8.79,9.12,143,122,84,54,4,7,16,8,8,0,0,11,15,34,31,171,22,74,135,35.41
Austin Czarnik,"BOS, CGY",C,72,694.56666666667,6,13,7,6,19,70.37,61,9.84,6.45,117,93,79,27,7,5,6,3,3,0,0,11,15,31,15,64,25,31,35,46.97
Scott Hartnell,NSH,L,62,661.81666666667,11,8,6,2,19,73.08,74,14.86,6.15,121,95,69,33,5,5,31,10,8,1,1,9,24,14,77,39,25,3,11,21.43
Scottie Upshall,STL,R,63,591.15,7,12,7,5,19,90.48,66,10.61,5.49,115,88,49,23,4,6,36,17,17,0,0,13,8,14,111,61,19,6,6,50.00
Brooks Orpik,WSH,D,134,1942.1333333333,2,16,4,12,18,24.66,88,2.27,2.46,222,127,48,4,0,10,63,29,28,1,0,10,53,16,303,176,159,0,0,-
Matt Irwin,"ANA, NSH",D,130,1583.4,3,15,7,8,18,31.58,166,1.81,5.55,376,244,75,9,8,19,27,12,11,1,0,7,40,24,226,231,127,0,0,-
Matt Roy,L.A,D,95,1501.2333333333,4,14,3,11,18,26.87,135,2.96,4.42,289,202,58,12,3,17,14,7,7,0,0,4,49,9,151,165,121,0,0,-
Curtis Lazar,"BUF, CGY",C,104,981.01666666667,5,13,10,3,18,64.29,92,5.43,11.01,175,138,119,56,3,14,19,8,7,1,0,9,25,18,197,107,45,191,189,50.26
Troy Terry,ANA,"C, R",81,965.28333333333,5,13,11,2,18,58.06,80,6.25,8,160,116,110,44,3,9,4,2,2,0,0,17,21,41,7,96,22,4,9,30.77
Scott Wilson,"BUF, DET, PIT","C, L",90,959.48333333333,7,11,9,2,18,60.00,128,5.47,9.14,199,164,91,44,5,8,10,4,4,0,0,4,18,21,151,75,30,8,9,47.06
John Marino,PIT,D,56,929.23333333333,4,14,9,5,18,40.91,54,7.41,2.61,141,83,38,8,3,13,18,9,9,0,0,7,36,30,60,133,60,0,0,-
Sammy Blais,STL,L,83,876.91666666667,8,10,6,4,18,60.00,85,9.41,8.79,135,117,99,47,6,10,26,12,12,0,0,13,33,24,262,129,28,1,1,50.00
Kenny Agostino,"BOS, MTL, N.J",L,68,760.35,6,12,7,5,18,64.29,72,8.33,6.53,134,112,73,33,3,8,19,8,7,1,0,5,26,26,143,77,12,13,24,35.14
Dillon Dube,CGY,C,70,753.03333333333,6,12,4,8,18,58.06,75,8.00,8.09,138,104,81,45,2,4,6,3,3,0,0,13,20,21,69,84,14,16,24,40.00
Ty Rattie,EDM,R,64,708.25,8,10,8,2,18,60.00,94,8.51,9.62,149,122,103,55,5,18,6,3,3,0,0,10,15,23,66,76,11,1,2,33.33
Joel Farabee,PHI,L,52,623.68333333333,6,12,7,5,18,62.07,67,8.96,6.93,121,99,86,44,6,8,20,7,5,2,0,4,22,18,27,77,17,2,5,28.57
Kevan Miller,BOS,D,107,1722.45,1,16,8,8,17,25.76,89,1.12,3.6,233,142,40,6,7,11,55,22,19,3,0,13,43,40,211,287,139,0,0,-
Joe Morrow,"MTL, WPG",D,97,1398.5166666667,5,12,5,7,17,32.08,108,4.63,3.66,275,176,53,2,2,17,37,17,16,1,0,7,74,17,109,96,98,0,0,-
Stephen Johns,DAL,D,92,1341.6166666667,9,8,2,6,17,35.42,127,7.09,4.41,275,179,52,4,6,9,33,15,14,1,0,6,40,26,224,117,143,0,0,-
Tom Kuhnhackl,"NYI, PIT",R,133,1212.3833333333,8,9,5,4,17,53.13,109,7.34,9.39,177,140,116,62,11,9,14,7,7,0,0,12,35,19,209,122,89,1,6,14.29
Tucker Poolman,WPG,D,81,1210.1333333333,4,13,5,8,17,30.36,86,4.65,3.25,206,144,40,5,3,5,10,5,5,0,0,5,55,17,74,99,70,0,0,-
Tage Thompson,"BUF, STL","C, R",107,1161.55,9,8,6,2,17,73.91,144,6.25,10.63,286,220,140,48,9,15,28,14,14,0,0,10,39,44,103,83,18,11,19,36.67
Vladislav Gavrikov,CBJ,D,69,1154.1,5,12,4,8,17,37.78,75,6.67,3.93,152,102,43,11,3,2,16,8,8,0,0,4,30,16,74,85,71,0,0,-
Taylor Fedun,"BUF, DAL",D,88,1112.4166666667,6,11,8,3,17,48.57,127,4.72,4.19,245,159,66,10,7,10,22,11,11,0,0,3,52,14,38,71,79,0,0,-
Michael Dal Colle,NYI,L,85,979.6,7,10,8,2,17,56.67,90,7.78,8.43,129,110,95,52,4,4,12,6,6,0,0,5,29,18,91,62,30,5,3,62.50
Patrick Sharp,CHI,L,70,767.78333333333,10,7,4,3,17,58.62,119,8.40,8.25,186,147,97,32,9,11,12,6,6,0,0,6,13,14,45,71,24,34,36,48.57
Mason Appleton,WPG,C,82,744.6,7,10,7,3,17,58.62,82,8.54,6.84,143,115,80,40,6,7,10,4,4,0,0,6,13,11,46,98,24,3,8,27.27
Brandon Pirri,VGK,C,49,578.68333333333,12,5,4,1,17,65.38,86,13.95,8.2,156,120,89,38,6,8,14,7,7,0,0,8,11,22,44,45,18,15,14,51.72
Jonathan Ericsson,DET,D,151,2297.9,6,10,7,3,16,22.54,137,4.38,3.89,273,178,52,4,4,11,72,33,31,2,0,9,110,18,226,142,109,1,0,100.00
Mirco Mueller,N.J,D,131,1981.25,3,13,5,8,16,25.40,85,3.53,3.66,202,128,35,7,0,6,27,12,11,1,0,7,63,35,137,157,158,0,0,-
Brad Hunt,"MIN, VGK",D,146,1868.3666666667,7,9,7,2,16,23.88,178,3.93,6.85,334,248,76,13,7,16,18,9,9,0,0,2,36,50,46,133,102,0,0,-
Jacob Larsson,ANA,D,109,1642.7333333333,2,14,6,8,16,28.57,112,1.79,4.27,245,160,48,11,5,16,20,10,10,0,0,5,56,15,69,175,104,0,1,0.00
Radim Simek,S.J,D,89,1296.9,2,14,7,7,16,31.37,77,2.60,3.18,161,108,40,7,3,7,18,9,9,0,0,6,54,30,147,137,85,0,0,-
Marcus Kruger,"CAR, CHI",C,122,1077.6833333333,5,11,6,5,16,55.17,91,5.49,8.61,142,122,84,48,5,9,56,24,23,0,1,15,17,23,104,146,39,294,262,52.88
Logan Shaw,"ANA, MTL, WPG","C, R",107,948.71666666667,7,9,5,4,16,69.57,114,6.14,10.64,216,167,118,58,5,18,10,5,5,0,0,7,24,18,130,73,48,81,89,47.65
Benoit Pouliot,BUF,L,74,820.05,10,6,6,0,16,72.73,71,14.08,6.13,120,100,68,34,2,8,16,8,8,0,0,7,29,26,62,47,28,9,15,37.50
Boo Nieves,NYR,C,75,680.13333333333,5,11,4,7,16,61.54,53,9.43,4.54,88,69,52,21,5,3,22,11,11,0,0,10,27,26,65,76,36,192,251,43.34
Trevor Moore,"L.A, TOR","C, L",67,665.76666666667,7,9,4,5,16,61.54,78,8.97,8.13,139,114,94,42,9,7,6,3,3,0,0,5,26,26,74,87,21,4,8,33.33
Matt Hendricks,"MIN, WPG",C,86,647.71666666667,5,11,10,1,16,69.57,78,6.41,4.8,123,99,54,24,4,9,34,11,7,4,0,6,18,16,159,61,23,201,193,51.02
Connor Brickley,"FLA, NYR","C, L",58,601.13333333333,5,11,7,4,16,84.21,79,6.33,7.14,116,98,71,36,6,11,19,8,7,1,0,5,18,12,115,73,29,3,13,18.75
Niklas Hjalmarsson,ARI,D,157,2568.3166666667,2,13,7,6,15,20.27,92,2.17,3.89,213,133,50,5,6,18,44,22,22,0,0,8,83,47,69,195,255,0,0,-
Yannick Weber,NSH,D,150,1792.4333333333,4,11,6,5,15,24.19,144,2.78,5.07,288,199,61,15,7,11,38,18,18,0,0,12,36,22,146,169,105,0,0,-
Ben Lovejoy,"DAL, N.J",D,128,1705.6166666667,4,11,5,6,15,25.00,156,2.56,5.09,307,215,56,8,5,20,38,19,19,0,0,4,53,30,132,192,137,0,0,-
Alex Petrovic,"EDM, FLA",D,102,1460.0333333333,2,13,5,8,15,35.71,104,1.92,3.97,252,162,53,9,4,11,48,21,19,2,0,6,57,24,250,159,114,0,0,-
Ryan Kesler,ANA,C,104,1297.7,9,6,1,5,15,48.39,126,7.14,14.23,218,181,134,73,6,21,38,19,19,0,0,20,32,24,154,87,59,710,557,56.04
Philippe Myers,PHI,D,71,1099.1833333333,5,10,5,5,15,27.27,98,5.10,3.6,235,151,50,10,0,8,20,10,10,0,0,7,42,27,115,96,48,0,0,-
Zac Rinaldo,"ARI, CGY, NSH","C, L",95,867.93333333333,9,6,4,2,15,53.57,84,10.71,5.9,146,115,66,33,5,6,74,24,17,6,1,14,13,15,300,83,36,5,15,25.00
Mackenzie MacEachern,STL,L,80,679.61666666667,10,5,2,3,15,68.18,95,10.53,8.62,133,116,92,47,1,13,20,6,5,0,1,8,11,20,131,104,17,1,3,25.00
